Symbol,Historical Average,Current Price,Difference,Change
FRT,126.28666528065999,129.84,3.5533347193400147,-0.9
NRG,37.85270505501386,36.05,-1.8027050550138597,0.24
TAP,45.98333342870077,46.52,0.5366665712992358,-0.77
GL,93.49666627248128,93.15,-0.34666627248127213,-0.7
PVH,117.60332902272542,121.29,3.686670977274588,-4.3
NCLH,25.773749828338623,23.58,-2.1937498283386248,-0.49
NWL,23.356249968210857,22.68,-0.6762499682108576,-0.01
DISH,38.895417054494224,34.31,-4.585417054494222,-0.76
CPB,40.892500241597496,40.99,0.09749975840250613,-0.48
IVZ,25.309801140033443,24.54,-0.7698011400334437,-0.39
LW,57.27155967140763,56.9,-0.37155967140763124,-0.53
DXC,33.392499923706055,32.13,-1.2624999237060521,-0.83
OGN,34.66117946306864,31.6,-3.0611794630686404,-0.12
ROL,36.382692972819314,35.64,-0.742692972819313,-0.22
PBCT,18.211666425069172,18.44,0.2283335749308293,0.02
PENN,64.24854199091594,52.54,-11.70854199091594,-0.12
DISCK,25.298750082651775,26.2,0.901249917348224,-1.77
NLSN,20.769287133669483,21.17,0.40071286633051884,-0.21
PNW,65.08646358342061,65.86,0.7735364165793897,1.1
HII,196.96208381652832,185.19,-11.772083816528323,-0.41
VNO,44.429561106277276,45.3,0.8704388937227208,-1.06
WU,18.348541577657063,16.85,-1.4985415776570612,-0.01
DVA,106.91124979654948,101.66,-5.251249796549487,-2.11
ALK,55.050416787465416,52.54,-2.5104167874654166,0.21
RL,125.19041633605957,125.86,0.6695836639404291,-4.05
HBI,17.31401960222324,17.33,0.015980397776758082,-0.23
IPGP,166.36437479654947,164.81,-1.5543747965494674,-0.91
LEG,45.14604171117147,42.63,-2.516041711171468,-0.62
FOX,38.176666577657066,36.92,-1.2566665776570645,-0.5
GPS,24.014583269755047,24.8,0.785416730244954,-0.88
UAA,23.948333263397217,26.83,2.8816667366027815,0.29
UA,20.46245829264323,22.6,2.137541707356771,0.03
DISCA,26.125208298365276,26.85,0.7247917016347252,-1.44
NWS,23.740416765213013,23.36,-0.38041676521301326,-0.86
ONL,22.75531244277954,17.88,-4.875312442779542,-0.33
